day_of_year,Name,Median occupancy rate,Max occupancy rate,Min occupancy rate,Median beds open,Max beds open,Min beds open,Median beds occupied,Max beds occupied,Min beds occupied,Median critical care beds occupancy rate,Max critical care beds occupancy rate,Min critical care beds occupancy rate,Median no. beds occupied by long-stay patients (> 7 days),Max no. beds occupied by long-stay patients (> 7 days),Min no. beds occupied by long-stay patients (> 7 days),Median no. beds occupied by long-stay patients (> 21 days),Max no. beds occupied by long-stay patients (> 21 days),Min no. beds occupied by long-stay patients (> 21 days)
2022-01-19,Maidstone and Tunbridge Wells NHS Trust,0,0,0,712,724,700,667,684,650,0.8947368421052632,1,0.7894736842105263,329.5,349,310,140.5,148,133
2022-01-19,Maidstone And Tunbridge Wells NHS Trust,0.9745547073791349,0.9835164835164835,0,756,786,728,716,766,709,0.875,1,0.6875,NA,NA,NA,NA,NA,NA
2022-01-19,Manchester University NHS Foundation Trust,0,0,0,2010,2014,1973,1834,1884,1828,0.8055555555555556,0.9504950495049505,0.7685185185185185,1078,1110,1006,564,569,501
2022-01-19,Medway NHS Foundation Trust,0,0.9921875,0,493,567,481,471,550,456,0.896551724137931,1,0.7586206896551724,NA,NA,NA,NA,NA,NA
2022-01-19,Mid Cheshire Hospitals NHS Foundation Trust,0,0.9607843137254902,0,523,544,510,510,531,490,0.8181818181818182,0.9090909090909091,0.6363636363636364,NA,NA,NA,NA,NA,NA
2022-01-19,Mid Essex Hospital Services NHS Trust,0,0.9694793536804309,0,532,557,527,521,540,505,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-19,Mid Yorkshire Hospitals NHS Trust,0,0.9962157048249763,0,1036,1057,991,989,1053,872,0.55,0.8,0.55,NA,NA,NA,NA,NA,NA
2022-01-19,Milton Keynes Hospital NHS Foundation Trust,0.9849129503770598,0.9869565217391304,0.9828693790149893,463.5,467,460,456.5,459,454,0.7222222222222222,0.7777777777777778,0.6666666666666666,NA,NA,NA,NA,NA,NA
2022-01-19,Milton Keynes University Hospital NHS Foundation Trust,0,0,0,495,506,494,478,490,471,0.5555555555555556,0.7777777777777778,0.5555555555555556,237,240,223,91,116,90
2022-01-19,Moorfields Eye Hospital NHS Foundation Trust,0.6666666666666667,0.75,0.5833333333333334,12,12,12,8,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-19,Norfolk and Norwich University Hospitals NHS Foundation Trust,0,0,0,919.5,936,903,857,906,808,0.7198275862068966,0.75,0.6896551724137931,360.5,389,332,113,124,102
2022-01-19,Norfolk And Norwich University Hospitals NHS Foundation Trust,0.9124157844080847,0.9980314960629921,0,1016,1039,903,948,1014,879,0.8,0.85,0,NA,NA,NA,NA,NA,NA
2022-01-19,North Bristol NHS Trust,0,0.9875706214689266,0,885,952,866,874,927,828,0.875,0.9318181818181818,0.717391304347826,NA,NA,NA,NA,NA,NA
2022-01-19,North Cumbria Integrated Care NHS Foundation Trust,0,0,0,618,618,618,582,582,582,0.6666666666666666,0.6666666666666666,0.6666666666666666,314,314,314,132,132,132
2022-01-19,North Cumbria University Hospitals NHS Trust,0.4679715302491103,0.9581056466302368,0,544,562,526,513,526,495,0.8,0.9333333333333333,0.6,NA,NA,NA,NA,NA,NA
2022-01-19,North Middlesex University Hospital NHS Trust,1,1,0,473,479,458,460,476,452,1,1,0.9,NA,NA,NA,NA,NA,NA
2022-01-19,North Tees and Hartlepool NHS Foundation Trust,0,0,0,577,584,570,511.5,518,505,0.78125,0.875,0.6875,234,242,226,66.5,73,60
2022-01-19,North Tees And Hartlepool NHS Foundation Trust,0.9576547231270358,0.9681208053691275,0,611,614,596,577,588,543,0.875,0.875,0.625,NA,NA,NA,NA,NA,NA
2022-01-19,North West Anglia NHS Foundation Trust,0,0,0,842,903,795,783,882,764,0.7272727272727273,0.9090909090909091,0.5909090909090909,325,423,324,107,132,85
2022-01-19,Northampton General Hospital NHS Trust,1,1,0,674,719,641,670,719,641,0.8125,0.9375,0.75,NA,NA,NA,NA,NA,NA
2022-01-19,Northern Devon Healthcare NHS Trust,0,1,0,262,277,248,247,277,233,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-19,Northern Lincolnshire and Goole NHS Foundation Trust,0,0,0,702,710,694,629,634,624,0.8928571428571428,1,0.7857142857142857,314.5,322,307,73.5,79,68
2022-01-19,Northern Lincolnshire And Goole NHS Foundation Trust,0.931758530183727,0.9587096774193549,0,762,775,743,710,743,643,1,1,0.9090909090909091,NA,NA,NA,NA,NA,NA
2022-01-19,Northumbria Healthcare NHS Foundation Trust,0,0.9743833017077799,0,880,1121,866,811,1064,764,0.8666666666666667,1,0.6,NA,NA,NA,NA,NA,NA
2022-01-19,Nottingham University Hospitals NHS Trust,0,0.960281870595772,0,1561,1616,1529,1482,1499,1409,0.896551724137931,1,0.6206896551724138,NA,NA,NA,NA,NA,NA
2022-01-19,Oxford University Hospitals NHS Foundation Trust,0,0,0,958,1073,924,901,1031,871,0.696969696969697,0.8125,0.6764705882352942,430,580,409,165,259,135
2022-01-19,Oxford University Hospitals NHS Trust,0.9628988594505836,0.9663382594417077,0.9594594594594594,1201,1218,1184,1156.5,1177,1136,0.798900462962963,0.9259259259259259,0.671875,NA,NA,NA,NA,NA,NA
2022-01-19,Papworth Hospital NHS Foundation Trust,0.8959324679279759,0.9495412844036697,0.8423236514522822,229.5,241,218,205,207,203,0.9358974358974359,0.9487179487179487,0.9230769230769231,NA,NA,NA,NA,NA,NA
2022-01-19,Pennine Acute Hospitals NHS Trust,0,0.9644308943089431,0,1075,1109,964,980,1033,916,0.8888888888888888,0.9705882352941176,0.8235294117647058,NA,NA,NA,NA,NA,NA
2022-01-19,Peterborough And Stamford Hospitals NHS Foundation Trust,0.9741071428571428,1,0.9482142857142857,548,560,536,533.5,536,531,0.9230769230769231,0.9230769230769231,0.9230769230769231,NA,NA,NA,NA,NA,NA
2022-01-19,Plymouth Hospitals NHS Trust,0.9885204081632653,0.994199535962877,0,823,862,784,799,857,775,0.7857142857142857,0.8095238095238095,0.7142857142857143,NA,NA,NA,NA,NA,NA
2022-01-19,Poole Hospital NHS Foundation Trust,0,0.9873417721518988,0,489,512,474,468,501,458,0.8181818181818182,1,0.45454545454545453,NA,NA,NA,NA,NA,NA
2022-01-19,Portsmouth Hospitals NHS Trust,0,0.975071907957814,0,1035,1043,1010,999,1022,981,0.8947368421052632,0.9473684210526315,0.8235294117647058,NA,NA,NA,NA,NA,NA
2022-01-19,Queen Victoria Hospital NHS Foundation Trust,0.5681818181818181,0.6363636363636364,0.5,66,66,66,37.5,42,33,0.5,0.6666666666666666,0.3333333333333333,NA,NA,NA,NA,NA,NA
2022-01-19,Royal Berkshire NHS Foundation Trust,0,0.9503105590062112,0,644,647,631,601,612,589,0.9285714285714286,1,0.8333333333333334,NA,NA,NA,NA,NA,NA
2022-01-19,Royal Brompton & Harefield NHS Foundation Trust,0.8500464668862295,0.8543956043956044,0.8456973293768546,350.5,364,337,298,311,285,0.8047092958375182,0.8737864077669902,0.735632183908046,NA,NA,NA,NA,NA,NA
2022-01-19,Royal Cornwall Hospitals NHS Trust,0,0.9276729559748428,0,637,644,636,557,590,544,0.8,0.8666666666666667,0.7333333333333333,NA,NA,NA,NA,NA,NA
2022-01-19,Royal Devon and Exeter NHS Foundation Trust,0,0,0,719.5,797,642,668,746,590,0.8,0.84,0.76,306.5,337,276,92,110,74
2022-01-19,Royal Devon And Exeter NHS Foundation Trust,0.8214747736093143,0.957004160887656,0,721,773,654,635,690,600,0.88,0.88,0.8,NA,NA,NA,NA,NA,NA
2022-01-19,Royal Free London NHS Foundation Trust,0,0.9951573849878934,0,852,886,826,834,866,808,0.9649122807017544,0.9821428571428571,0.9298245614035088,NA,NA,NA,NA,NA,NA
2022-01-19,Royal Liverpool and Broadgreen University Hospitals NHS Trust,0,0,0,816,816,816,768,768,768,0.8918918918918919,0.8918918918918919,0.8918918918918919,422,422,422,201,201,201
2022-01-19,Royal Liverpool And Broadgreen University Hospitals NHS Trust,0.964200477326969,0.9696233292831106,0,825,838,823,798,808,746,0.918918918918919,0.9428571428571428,0.8571428571428571,NA,NA,NA,NA,NA,NA
2022-01-19,Royal National Orthopaedic Hospital NHS Trust,0.7457642641267515,0.7540983606557377,0.7374301675977654,181,183,179,135,138,132,0.85,1,0.7,NA,NA,NA,NA,NA,NA
2022-01-19,Royal Surrey County Hospital NHS Foundation Trust,0,0.9616306954436451,0,413,452,394,376,442,301,0.9523809523809523,0.96,0.92,NA,NA,NA,NA,NA,NA
2022-01-19,Royal United Hospital Bath NHS Foundation Trust,0.9521667821667822,0.9553846153846154,0.948948948948949,658,666,650,626.5,632,621,0.6923076923076923,0.7692307692307693,0.6153846153846154,NA,NA,NA,NA,NA,NA
2022-01-19,Royal United Hospitals Bath NHS Foundation Trust,0,0,0,620,635,614,592,608,569,0.6923076923076923,1,0.46153846153846156,272,343,238,104,133,59
2022-01-19,Salford Royal NHS Foundation Trust,0,0.9813664596273292,0,770,815,644,696,743,632,0.8421052631578947,0.9777777777777777,0.8222222222222222,NA,NA,NA,NA,NA,NA
2022-01-19,Salisbury NHS Foundation Trust,0,0.9463087248322147,0,445,456,412,415,455,394,0.9,1,0.6666666666666666,NA,NA,NA,NA,NA,NA
2022-01-19,Sandwell and West Birmingham Hospitals NHS Trust,0,0,0,612.5,613,612,567.5,596,539,0.9130434782608696,1,0.8260869565217391,266,299,233,68,73,63
2022-01-19,Sandwell And West Birmingham Hospitals NHS Trust,0.8377192982456141,0.870604781997187,0,684,711,644,582,619,573,0.8,0.9444444444444444,0.7619047619047619,NA,NA,NA,NA,NA,NA
2022-01-19,Sheffield Children's NHS Foundation Trust,0,0.9664429530201343,0,147,149,147,101,144,84,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-19,Sheffield Teaching Hospitals NHS Foundation Trust,0,0.9672897196261683,0,1498,1572,1390,1449,1506,1346,0.7735849056603774,0.8351648351648352,0.6779661016949152,NA,NA,NA,NA,NA,NA
2022-01-19,Sherwood Forest Hospitals NHS Foundation Trust,0,0.9558359621451105,0,634,641,614,586,608,563,0.8333333333333334,1,0.8181818181818182,NA,NA,NA,NA,NA,NA
2022-01-19,Shrewsbury and Telford Hospital NHS Trust,0,0,0,718,727,709,657,671,643,0.8991596638655461,0.9411764705882353,0.8571428571428571,267.5,286,249,59.5,68,51
2022-01-19,Shrewsbury And Telford Hospital NHS Trust,0.9255989911727617,0.9491059147180193,0,727,793,692,690,734,643,1,1,0.9411764705882353,NA,NA,NA,NA,NA,NA
2022-01-19,South Devon Healthcare NHS Foundation Trust,0.9096824841916749,0.947242206235012,0.8721227621483376,404,417,391,368,395,341,0.75,0.875,0.625,NA,NA,NA,NA,NA,NA
2022-01-19,South Tees Hospitals NHS Foundation Trust,0,0.962037037037037,0,901,1080,838,827,1039,768,0.8656716417910447,0.9701492537313433,0.8484848484848485,NA,NA,NA,NA,NA,NA
2022-01-19,South Tyneside and Sunderland NHS Foundation Trust,0,0,0,1110,1110,1110,979,979,979,0.5,0.5,0.5,477,477,477,204,204,204
2022-01-19,South Tyneside NHS Foundation Trust,0.48125,0.9876923076923076,0,316,325,294,303,321,283,1,1,1,NA,NA,NA,NA,NA,NA
2022-01-19,South Warwickshire NHS Foundation Trust,0,0.9624217118997912,0,465,484,461,446,462,438,0.8571428571428571,0.8571428571428571,0,NA,NA,NA,NA,NA,NA
2022-01-19,Southend University Hospital NHS Foundation Trust,0,0.9603448275862069,0,543,580,530,511,557,495,0.9259259259259259,1,0,NA,NA,NA,NA,NA,NA
2022-01-19,Southport and Ormskirk Hospital NHS Trust,0,0,0,419.5,428,411,394,396,392,0.875,0.9166666666666666,0.8333333333333334,184.5,186,183,65.5,66,65
2022-01-19,Southport And Ormskirk Hospital NHS Trust,0.9506172839506173,0.9902439024390244,0,406,410,405,396,406,385,0.9090909090909091,1,0.9047619047619048,NA,NA,NA,NA,NA,NA
2022-01-19,St George's Healthcare NHS Trust,0.9299855418599756,0.9398797595190381,0.9200913242009132,937,998,876,872,938,806,0.9716981132075472,1,0.9433962264150944,NA,NA,NA,NA,NA,NA
2022-01-19,St George's University Hospitals NHS Foundation Trust,0,0,0,849,855,841,824,840,820,0.8333333333333334,0.9473684210526315,0.7368421052631579,316,354,290,133,135,104
2022-01-19,St Helens and Knowsley Hospital Services NHS Trust,0,0,0,692,692,692,669,669,669,0.9230769230769231,0.9230769230769231,0.9230769230769231,313,313,313,112,112,112
2022-01-19,St Helens And Knowsley Hospital Services NHS Trust,0,0,0,691,691,691,647,647,647,1,1,1,350,350,350,165,165,165
2022-01-19,St Helens And Knowsley Hospitals NHS Trust,0.9743757788855261,0.9868613138686131,0.961890243902439,670.5,685,656,653.5,676,631,0.8928571428571428,1,0.7857142857142857,NA,NA,NA,NA,NA,NA
2022-01-19,St Helens and Knowsley Teaching Hospitals NHS Trust,0,0,0,705,705,705,695,695,695,1,1,1,351,351,351,137,137,137
2022-01-19,Stockport NHS Foundation Trust,0,0.9710344827586207,0,725,770,620,666,704,583,1,1,0.7692307692307693,NA,NA,NA,NA,NA,NA
2022-01-19,Surrey and Sussex Healthcare NHS Trust,0,0,0,667,701,633,655,700,610,0.9375,0.9375,0.9375,355,357,353,140.5,143,138
2022-01-19,Surrey And Sussex Healthcare NHS Trust,0.9567307692307693,0.9968152866242038,0,624,628,620,610,626,597,0.875,1,0.875,NA,NA,NA,NA,NA,NA
2022-01-19,Tameside and Glossop Integrated Care NHS Foundation Trust,0,0,0,447.5,449,446,440,443,437,0.9444444444444444,1,0.8888888888888888,191.5,200,183,76.5,83,70
2022-01-19,Tameside And Glossop Integrated Care NHS Foundation Trust,0,0,0,430,430,430,419,419,419,0.7777777777777778,0.7777777777777778,0.7777777777777778,231,231,231,89,89,89
2022-01-19,Tameside Hospital NHS Foundation Trust,0.9806700099394596,0.9978991596638656,0.9634408602150538,470.5,476,465,461.5,475,448,0.8888888888888888,1,0.7777777777777778,NA,NA,NA,NA,NA,NA
2022-01-19,Taunton and Somerset NHS Foundation Trust,0,0,0,602,604,600,559.5,561,558,0.625,0.75,0.5,263,280,246,77,84,70
2022-01-19,Taunton And Somerset NHS Foundation Trust,0.8830935251798561,0.9354838709677419,0,556,578,527,493,528,491,0.6666666666666666,0.8333333333333334,0.6666666666666666,NA,NA,NA,NA,NA,NA
2022-01-19,The Christie NHS Foundation Trust,0.9032725829593675,0.907103825136612,0.8994413407821229,181,183,179,163.5,166,161,0.6785714285714286,0.8571428571428571,0.5,NA,NA,NA,NA,NA,NA
2022-01-19,The Dudley Group NHS Foundation Trust,0,0.9541666666666667,0,680,720,646,636,687,593,0.9090909090909091,0.9583333333333334,0.7,NA,NA,NA,NA,NA,NA
2022-01-19,The Hillingdon Hospitals NHS Foundation Trust,0,1,0,416,442,348,398,436,348,1,1,0.8888888888888888,NA,NA,NA,NA,NA,NA
2022-01-19,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,0,0.9319562575941677,0,1529,1655,1450,1335,1534,1166,0.7906976744186046,0.9069767441860465,0.7209302325581395,NA,NA,NA,NA,NA,NA
2022-01-19,The Princess Alexandra Hospital NHS Trust,0.9170506912442397,1,0,384,434,382,383,398,381,1,1,0.9,NA,NA,NA,NA,NA,NA
2022-01-19,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",0,0.9903846153846154,0,416,438,410,412,430,395,0.6923076923076923,0.8461538461538461,0.6666666666666666,NA,NA,NA,NA,NA,NA
2022-01-19,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0.8916402116402116,0.9314285714285714,0.8518518518518519,168.5,175,162,150.5,163,138,0.9,1,0.8,NA,NA,NA,NA,NA,NA
2022-01-19,The Rotherham NHS Foundation Trust,0,0.9801488833746899,0,418,429,403,404,410,395,0.7692307692307693,0.9285714285714286,0.6153846153846154,NA,NA,NA,NA,NA,NA
2022-01-19,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,0,0,0,605.5,611,600,511.5,530,493,0.7083333333333333,0.75,0.6666666666666666,262,271,253,98.5,107,90
2022-01-19,The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust,0.9067796610169492,0.911660777385159,0,583,590,566,535,545,516,0.8333333333333334,0.8333333333333334,0.75,NA,NA,NA,NA,NA,NA
2022-01-19,The Royal Marsden NHS Foundation Trust,0.8293702734147761,0.8472222222222222,0.8115183246073299,167.5,191,144,138.5,155,122,0.78125,0.8125,0.75,NA,NA,NA,NA,NA,NA
2022-01-19,The Royal Wolverhampton NHS Trust,NA,NA,NA,756.5,762,743,702.5,708,689,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-19,The Walton Centre NHS Foundation Trust,0.9151911468812877,0.9571428571428572,0.8732394366197183,141,142,140,129,134,124,0.825,0.85,0.8,NA,NA,NA,NA,NA,NA
2022-01-19,The Whittington Hospital NHS Trust,0.9702127659574468,0.9873949579831933,0,235,238,231,228,235,228,1,1,0.8666666666666667,NA,NA,NA,NA,NA,NA
2022-01-19,Torbay and South Devon NHS Foundation Trust,0,0,0,374,390,358,348.5,368,329,0.6499999999999999,0.7,0.6,129.5,134,125,25,25,25
2022-01-19,Torbay And South Devon NHS Foundation Trust,0,0,0,361,361,361,320,320,320,0.9,0.9,0.9,135,135,135,23,23,23
2022-01-19,United Lincolnshire Hospitals NHS Trust,0,0.9788519637462235,0,974,1010,932,913,981,878,0.78125,0.8387096774193549,0.7419354838709677,NA,NA,NA,NA,NA,NA
2022-01-19,University College London Hospitals NHS Foundation Trust,0,0.7718120805369127,0,818,1114,732,682,805,621,0.828125,0.8461538461538461,0.7076923076923077,NA,NA,NA,NA,NA,NA
2022-01-19,University Hospital Of South Manchester NHS Foundation Trust,0.9033358235421005,0.9079089924160346,0.8987626546681665,906,923,889,818.5,838,799,0.9078947368421053,1,0.8157894736842105,NA,NA,NA,NA,NA,NA
2022-01-19,University Hospital Southampton NHS Foundation Trust,0,0.96826688364524,0,1202,1229,1062,1157,1190,1005,0.9206349206349206,0.9827586206896551,0.8412698412698413,NA,NA,NA,NA,NA,NA
2022-01-19,University Hospitals Birmingham NHS Foundation Trust,0,0.9981308411214953,0,1070,2467,1063,1068,2428,1060,0.948051948051948,1,0.7238095238095238,NA,NA,NA,NA,NA,NA
2022-01-19,University Hospitals Bristol NHS Foundation Trust,0,0.9469153515064562,0,846,866,697,778,803,660,0.9636363636363636,1,0.9090909090909091,NA,NA,NA,NA,NA,NA
2022-01-19,University Hospitals Coventry and Warwickshire NHS Trust,0,0,0,1112.5,1117,1108,1084,1099,1069,0.9594594594594594,1,0.918918918918919,488,535,441,191,220,162
2022-01-19,University Hospitals Coventry And Warwickshire NHS Trust,0.9699115044247788,0.98054818744473915,0,1130,1131,1116,1096,1109,1065,1,1,1,NA,NA,NA,NA,NA,NA
2022-01-19,University Hospitals of Derby and Burton NHS Foundation Trust,0,0,0,1415.5,1445,1386,1301,1305,1297,0.7181818181818183,0.8,0.6363636363636364,575.5,583,568,195,198,192
2022-01-19,University Hospitals of Leicester NHS Trust,0,0,0,1575,1589,1561,1447,1502,1392,0.6358024691358024,0.6419753086419753,0.6296296296296297,580,619,541,176.5,198,155
2022-01-19,University Hospitals Of Leicester NHS Trust,0.9141975308641975,0.9281472684085511,0,1673,1684,1620,1509,1563,1481,0.8375,0.8375,0.7875,NA,NA,NA,NA,NA,NA
2022-01-19,University Hospitals of Morecambe Bay NHS Foundation Trust,0,0,0,645.5,646,645,602.5,625,580,0.8571428571428571,0.8571428571428571,0.8571428571428571,303.5,332,275,113,124,102
2022-01-19,University Hospitals Of Morecambe Bay NHS Foundation Trust,0.9597122302158273,0.9971014492753624,0,690,695,660,667,688,611,0.8571428571428571,0.9285714285714286,0.7857142857142857,NA,NA,NA,NA,NA,NA
2022-01-19,University Hospitals of North Midlands NHS Trust,0,0,0,1403,1437,1369,1348.5,1400,1297,0.8109756097560976,0.8292682926829268,0.7926829268292683,638.5,670,607,232.5,253,212
2022-01-19,University Hospitals Of North Midlands NHS Trust,0.9887048192771084,0.9904129793510325,0,1356,1397,1328,1332,1343,1313,0.9024390243902439,1,0.875,NA,NA,NA,NA,NA,NA
2022-01-19,University Hospitals Plymouth NHS Trust,0,0,0,849,850,848,841,842,840,0.75,0.7857142857142857,0.7142857142857143,347.5,356,339,100,117,83
2022-01-19,Walsall Healthcare NHS Trust,0,0.9836065573770492,0,518,555,445,507,549,432,0.9230769230769231,1,0.7692307692307693,NA,NA,NA,NA,NA,NA
2022-01-19,Warrington and Halton Hospitals NHS Foundation Trust,0,0,0,551.5,559,544,494.5,512,477,0.9444444444444444,1,0.8888888888888888,273.5,283,264,114.5,115,114
2022-01-19,Warrington And Halton Hospitals NHS Foundation Trust,0.8737024221453287,0.8956521739130435,0,578,578,575,505,515,486,0.8888888888888888,0.9444444444444444,0.7777777777777778,NA,NA,NA,NA,NA,NA
2022-01-19,West Hertfordshire Hospitals NHS Trust,0,0.9405940594059405,0,699,707,646,645,665,611,0.8421052631578947,1,0.5789473684210527,NA,NA,NA,NA,NA,NA
2022-01-19,West Suffolk NHS Foundation Trust,0,0.9774266365688488,0,441,443,398,425,433,392,0.8888888888888888,0.8888888888888888,0.4444444444444444,NA,NA,NA,NA,NA,NA
2022-01-19,Western Sussex Hospitals NHS Foundation Trust,0,0.9582441113490364,0,901,934,862,848,899,809,0.8181818181818182,0.9545454545454546,0.7727272727272727,NA,NA,NA,NA,NA,NA
2022-01-19,Weston Area Health NHS Trust,0.9739776951672863,1,0,269,274,248,262,274,248,1,1,0.8,NA,NA,NA,NA,NA,NA
2022-01-19,Whittington Health NHS Trust,0,0,0,259.5,272,247,252.5,259,246,0.4,0.8,0,108.5,112,105,39,42,36
2022-01-19,Wirral University Teaching Hospital NHS Foundation Trust,0.983790523690773,1,0,817,831,754,813,831,743,0.8888888888888888,0.9444444444444444,0.8333333333333334,NA,NA,NA,NA,NA,NA
2022-01-19,Worcestershire Acute Hospitals NHS Trust,0,0.9945429740791268,0,733,765,700,718,763,692,0.9230769230769231,1,0.8260869565217391,NA,NA,NA,NA,NA,NA
2022-01-19,"Wrightington, Wigan and Leigh NHS Foundation Trust",0.5,1,0,438,441,435,431,435,427,0.8636363636363636,1,0.7272727272727273,169,173,165,47,52,42
2022-01-19,"Wrightington, Wigan And Leigh NHS Foundation Trust",0.9258426966292135,0.9760348583877996,0,452,459,445,438,448,412,0.8181818181818182,0.9090909090909091,0.45454545454545453,NA,NA,NA,NA,NA,NA
2022-01-19,Wye Valley NHS Trust,0.8695652173913043,1,0,230,269,227,218,269,200,0.9166666666666666,1,0.8333333333333334,NA,NA,NA,NA,NA,NA
2022-01-19,Yeovil District Hospital NHS Foundation Trust,0,0.9726443768996961,0,339,351,329,318,325,293,0.9,1,0.7,NA,NA,NA,NA,NA,NA
2022-01-19,York Teaching Hospital NHS Foundation Trust,0,0.9294478527607362,0,945,1015,782,844,928,710,0.8421052631578947,0.9473684210526315,0.7894736842105263,NA,NA,NA,NA,NA,NA
2022-01-20,Aintree University Hospital NHS Foundation Trust,0.48533333333333334,0.9834710743801653,0,772,812,726,738,778,714,0.8695652173913043,1,0.7391304347826086,NA,NA,NA,NA,NA,NA
2022-01-20,Airedale NHS Foundation Trust,0,0.9481268011527377,0,359,365,345,337,363,322,0.7142857142857143,0.8571428571428571,0.42857142857142855,NA,NA,NA,NA,NA,NA
